12/23/2021, 13:51,59.5,28.8,64.1,24.7,Fan is on
12/23/2021, 13:52,63,28.8,56.9,27.3,Fan is on
12/23/2021, 13:56,47.4,29.2,56.9,27.3,Fan is off
12/23/2021, 14:00,50.6,27.2,56.9,27.3,Fan is off
12/23/2021, 15:00,52.4,26.5,57,27.3,Fan is off
12/23/2021, 16:00,52.9,26.1,58,27,Fan is off
12/23/2021, 17:00,55.3,26,58.2,27,Fan is off
12/23/2021, 18:00,57.6,26,58.5,27.2,Fan is off
12/23/2021, 19:00,55.6,25.6,58.6,27.1,Fan is on
12/23/2021, 20:00,54.7,25.4,58.6,26.9,Fan is off
12/23/2021, 21:00,56.5,24.6,58.4,25.8,Fan is off
12/23/2021, 22:00,57.8,24.4,58.1,25.4,Fan is off
12/23/2021, 23:00,58.8,24.4,58,25.3,Fan is off
12/24/2021, 00:00,59.4,24.3,58,25.3,Fan is off
12/24/2021, 01:00,60,24.3,58,25.3,Fan is off
12/24/2021, 02:00,60,24.3,58,25.3,Fan is off
12/24/2021, 03:00,59.9,24.4,58,25.3,Fan is off
12/24/2021, 04:00,60.3,24.4,58,25.2,Fan is off
12/24/2021, 05:00,60.6,24.3,58,25.2,Fan is off
12/24/2021, 06:00,60.9,24.2,58,25.1,Fan is off
12/24/2021, 07:00,60.8,24.2,58,25.1,Fan is off
12/24/2021, 08:00,60.6,24.3,58,25,Fan is off
12/24/2021, 09:00,59.7,25,58.1,26.3,Fan is off
12/24/2021, 10:00,58.6,25.1,58.4,26.5,Fan is off
12/24/2021, 11:00,57.7,25.2,58.5,26.6,Fan is off
12/24/2021, 12:00,56.8,25.4,58.6,26.7,Fan is off
12/24/2021, 13:00,58.3,25.4,58.7,26.8,Fan is off
12/24/2021, 14:00,57.8,25.5,58.7,26.9,Fan is off
12/24/2021, 15:00,58.1,25.6,58.7,26.9,Fan is off
12/24/2021, 16:00,58.1,25.6,58.8,27.1,Fan is off
12/24/2021, 17:00,55.6,25.6,58.8,27.1,Fan is off
12/24/2021, 18:00,58.2,25.6,58.8,27,Fan is off
12/24/2021, 19:00,58.2,25.7,58.8,27.1,Fan is on
12/24/2021, 20:00,57.3,25.6,58.8,27.1,Fan is off
12/24/2021, 21:00,58.2,24.8,58.7,25.9,Fan is off
12/24/2021, 22:00,59,24.7,58.4,25.5,Fan is off
12/24/2021, 23:00,59,24.4,58.3,25.4,Fan is off
12/25/2021, 00:00,60.5,24.4,58.2,25.3,Fan is off
12/25/2021, 01:00,61,24.5,58.1,25.3,Fan is off
12/25/2021, 02:00,61.2,24.6,58.1,25.3,Fan is off
12/25/2021, 03:00,61.6,24.4,58.1,25.3,Fan is off
12/25/2021, 04:00,61,24.4,58.1,25.3,Fan is off
12/25/2021, 05:00,61,24.4,58.1,25.2,Fan is off
12/25/2021, 06:00,61.3,24.3,58.1,25.1,Fan is off
12/25/2021, 07:00,61.3,24.3,58.1,25.2,Fan is off
12/25/2021, 08:00,61.7,24.2,58.1,25.1,Fan is off
12/25/2021, 09:00,58.9,24.9,58.2,26.3,Fan is off
12/25/2021, 10:00,57.6,25.1,58.4,26.5,Fan is off
12/25/2021, 11:00,58.1,25.1,58.6,26.6,Fan is off
12/25/2021, 12:00,57.1,25.3,58.7,26.8,Fan is off
12/25/2021, 13:00,56.4,25.4,58.6,26.8,Fan is off
12/25/2021, 14:00,56.7,25.2,58.8,26.8,Fan is off
12/25/2021, 15:00,56.6,25.4,58.7,26.8,Fan is off
12/25/2021, 16:00,57.4,25.4,58.7,26.9,Fan is off
12/25/2021, 17:00,57.4,25.2,58.8,26.8,Fan is off
12/25/2021, 18:00,55.5,25.2,58.7,26.8,Fan is off
12/25/2021, 19:00,56.2,25.1,58.7,26.7,Fan is on
12/25/2021, 20:00,59.5,24.5,58.7,26.6,Fan is off
12/25/2021, 21:00,59.4,24.6,58.6,25.6,Fan is off
12/25/2021, 22:00,60.2,24.3,58.4,25.3,Fan is off
12/25/2021, 23:00,59.7,24.1,58.2,25.1,Fan is off
12/26/2021, 00:00,60.9,24.1,58.1,25.1,Fan is off
