02/04/2022, 12:50,54.8,26.7,65.7,24.1,Fan is on
02/04/2022, 13:00,54.7,26.7,65.3,24.2,Fan is off
02/04/2022, 14:00,57.2,26.5,64.2,24.5,Fan is off
02/04/2022, 15:00,51.4,26.2,60.9,25.6,Fan is off
02/04/2022, 16:00,51.4,26.1,59.7,25.4,Fan is off
02/04/2022, 17:00,50.3,26.2,57.3,25.4,Fan is off
02/04/2022, 18:00,51.3,26.3,59.1,25.5,Fan is off
02/04/2022, 19:00,52.3,26.1,68.7,24.8,Fan is off
02/04/2022, 20:00,51.8,25.9,70.9,24.8,Fan is off
02/04/2022, 21:00,60.3,23.2,66.2,22.5,Fan is off
02/04/2022, 22:00,62.8,22.8,69.6,22.1,Fan is off
02/04/2022, 23:00,64,22.6,69.6,22.1,Fan is off
02/05/2022, 00:00,64.6,22.4,70.1,21.9,Fan is off
02/05/2022, 01:00,66.1,22.4,74.8,21.8,Fan is off
02/05/2022, 02:00,66.6,22.4,76.8,21.8,Fan is off
02/05/2022, 03:00,66.5,22.3,72.2,21.8,Fan is off
02/05/2022, 04:00,66.4,22.2,71.9,21.7,Fan is off
02/05/2022, 05:00,66.4,22.2,71.9,21.6,Fan is off
02/05/2022, 06:00,67,22.1,72.4,21.6,Fan is off
02/05/2022, 07:00,67.5,22.1,73.3,21.6,Fan is off
02/05/2022, 08:00,67.6,22.1,73.6,21.5,Fan is off
02/05/2022, 09:00,58.9,24.8,67.8,24.4,Fan is off
02/05/2022, 10:00,56.4,25,66.7,24.4,Fan is off
02/05/2022, 11:00,55.8,25.1,67.4,24.5,Fan is off
02/05/2022, 12:00,55.3,25.4,65.5,24.6,Fan is off
02/05/2022, 13:00,54,25.5,68.3,24.8,Fan is off
02/05/2022, 14:00,53.1,25.5,62.5,24.8,Fan is off
02/05/2022, 15:00,54.4,25.5,64.2,24.8,Fan is off
02/05/2022, 16:00,56.2,25.6,66.6,24.9,Fan is off
02/05/2022, 17:00,55.9,25.7,64.5,25.1,Fan is off
02/05/2022, 18:00,53.6,25.7,66.7,25,Fan is off
02/05/2022, 19:00,53,25.6,63.2,24.9,Fan is off
02/05/2022, 20:00,53,25.6,74.2,24.8,Fan is off
