01/14/2022, 11:29,55.2,24.3,62.4,22.8,Fan is on
01/14/2022, 11:31,63.6,26,63.1,23.1,Fan is on
01/14/2022, 12:00,52.9,26,63.2,23.1,Fan is off
01/14/2022, 13:00,54.6,24.7,62.4,22.9,Fan is off
01/14/2022, 14:00,53,25.7,58.2,24.9,Fan is off
01/14/2022, 15:00,50.4,25.7,55.8,24.8,Fan is off
01/14/2022, 16:00,50,25.8,55.1,24.9,Fan is off
01/14/2022, 17:00,50.3,25.9,55.3,24.9,Fan is off
01/14/2022, 18:00,49.4,26.1,54.9,25,Fan is off
01/14/2022, 19:00,48.7,26,53.8,25,Fan is off
01/14/2022, 20:00,56.9,22.6,64.4,24.8,Fan is off
01/14/2022, 21:00,56.9,22.6,63.6,21.7,Fan is off
01/14/2022, 22:00,59.9,22.2,66.2,21.4,Fan is off
01/14/2022, 23:00,60.4,22,66.5,21.2,Fan is off
01/15/2022, 00:00,61.5,21.8,67.7,20.9,Fan is off
01/15/2022, 01:00,62.5,21.6,68.6,20.8,Fan is off
01/15/2022, 02:00,63.5,21.5,68.2,21.1,Fan is off
01/15/2022, 03:00,64.2,21.4,70.2,20.6,Fan is off
01/15/2022, 04:00,64.6,21.4,70.4,20.7,Fan is off
01/15/2022, 05:00,65.2,21.3,71.1,20.5,Fan is off
01/15/2022, 06:00,65.6,21.2,71.9,20.5,Fan is off
01/15/2022, 07:00,65,21.1,71.3,20.4,Fan is on
01/15/2022, 08:00,65,21.1,71,20.4,Fan is off
01/15/2022, 09:00,55.5,24.4,60.7,23.4,Fan is off
01/15/2022, 10:00,55.1,24.7,60.8,23.8,Fan is off
01/15/2022, 11:00,54.1,24.9,59.4,24,Fan is off
01/15/2022, 12:00,53.9,25.1,58.9,24.2,Fan is off
01/15/2022, 13:00,52.3,25.2,57.3,24.3,Fan is off
01/15/2022, 14:00,52.1,25.4,57,24.5,Fan is off
01/15/2022, 15:00,51.2,25.5,56,24.6,Fan is off
01/15/2022, 16:00,50.7,25.7,55.6,24.8,Fan is off
01/15/2022, 17:00,50.1,25.7,55.2,24.7,Fan is off
01/15/2022, 18:00,53.2,25.7,58.6,24.8,Fan is off
01/15/2022, 19:00,51.1,25.7,56.1,24.8,Fan is off
01/15/2022, 20:00,51.5,25.6,62.4,24.6,Fan is off
01/15/2022, 21:00,61.6,22.2,68,21.6,Fan is off
01/15/2022, 22:00,62.3,22.1,69.7,21.1,Fan is off
01/15/2022, 23:00,64.7,22,71.6,21.1,Fan is off
01/16/2022, 00:00,64.6,21.8,83.9,20.9,Fan is off
01/16/2022, 01:00,66.6,21.6,71,21.2,Fan is off
01/16/2022, 02:00,66.6,21.6,73.2,20.8,Fan is off
01/16/2022, 03:00,66.9,21.6,73.8,20.8,Fan is off
01/16/2022, 04:00,66.5,21.6,73.7,20.6,Fan is off
01/16/2022, 05:00,66.8,21.5,72,21,Fan is off
01/16/2022, 06:00,66.9,21.5,74,20.5,Fan is off
01/16/2022, 07:00,66.9,21.5,74.1,20.6,Fan is on
01/16/2022, 08:00,67.5,21.5,74.5,20.5,Fan is off
01/16/2022, 09:00,57.1,24.6,62.7,23.8,Fan is off
01/16/2022, 10:00,56,25,61.6,24.1,Fan is off
01/16/2022, 11:00,55.6,25.3,60.8,24.4,Fan is off
01/16/2022, 12:00,54.7,25.3,59.8,24.5,Fan is off
01/16/2022, 13:00,54.2,25.5,59.2,24.7,Fan is off
01/16/2022, 14:00,53,25.6,56.2,24.8,Fan is off
01/16/2022, 15:00,51.2,25.6,56.2,24.8,Fan is off
01/16/2022, 16:00,51.2,25.8,56.7,24.9,Fan is off
01/16/2022, 17:00,52.1,25.8,57.5,24.9,Fan is off
